Date,Open,High,Low,Close,Adj Close,Volume
2007-01-25,182.815598,185.651718,175.341995,177.766129,155.680511,7573837
2007-01-29,177.641571,178.015244,171.729767,172.362137,150.947937,6033431
2007-01-31,174.383850,178.216461,166.335358,168.309158,147.398483,6819338
2007-02-01,170.321274,174.383850,169.228989,173.684387,152.105850,3286374
2007-02-02,176.261826,176.779221,173.234055,174.355103,152.693253,4498770
2007-02-05,175.150360,176.836716,171.547714,176.118103,154.237228,4885326
2007-02-06,176.875046,177.833191,174.000580,176.309738,154.405060,3160539
2007-02-07,176.472610,176.664246,171.930969,172.908295,151.426208,4691432
2007-02-08,174.767105,178.216461,170.781189,171.854324,150.503159,3914040
2007-02-09,171.854324,174.575470,169.612244,173.435272,151.887726,4583902
2007-02-12,178.216461,178.216461,165.377213,167.686356,146.853027,8906182
2007-02-13,167.485138,173.052017,162.886002,166.095825,145.460129,5986173
2007-02-14,167.485138,167.485138,159.628296,162.924332,142.682648,14323291
2007-02-15,166.718628,170.551239,163.269272,166.584473,145.888046,11121663
2007-02-19,168.634933,170.359604,165.760468,166.680298,145.971985,3008016
2007-02-20,166.526993,167.283936,162.886002,164.035797,143.656052,3302948
2007-02-21,164.035797,167.101883,163.269272,164.581940,144.134293,4584273
2007-02-22,164.802322,165.971268,158.478500,159.973221,140.098190,7681168
2007-02-23,162.023666,162.023666,152.346329,156.562195,137.110947,8937257
2007-02-26,157.137085,162.656052,152.576279,160.883469,140.895355,5110535
2007-02-27,161.640411,162.665634,156.207687,157.779053,138.176605,3178083
2007-02-28,153.304474,155.220779,144.748169,149.970108,131.337845,10528793
2007-03-01,153.496109,155.968140,146.999832,151.206131,132.420303,10387198
2007-03-02,152.346329,152.346329,148.130447,148.590363,130.129547,8387861
2007-03-05,148.341248,149.280243,139.507080,141.787476,124.171844,10832915
2007-03-06,142.956421,147.114807,137.408722,139.238800,121.939804,15055335
2007-03-07,143.243866,147.172302,136.460144,141.538361,123.953667,12134189
2007-03-08,143.742111,148.513718,142.764801,146.951920,128.694641,11198957
2007-03-09,148.504135,149.931778,142.783966,145.093109,127.066780,5779958
2007-03-12,145.112274,148.322083,144.776917,146.539917,128.333832,5192730
2007-03-13,146.789032,149.222748,145.121857,148.149612,129.743530,3683519
2007-03-14,138.453110,145.639252,135.818192,142.506088,124.801147,8746358
2007-03-15,143.722946,146.099167,138.558502,139.114227,121.830704,5200119
2007-03-16,140.101135,144.297836,140.101135,143.387589,125.573143,5614541
2007-03-19,143.914581,148.504135,143.339691,147.881332,129.508591,3248599
2007-03-20,148.369995,149.663498,145.735077,147.411835,129.097397,5171199
2007-03-21,147.938828,149.241913,145.687164,148.667023,130.196671,6456630
2007-03-22,149.663498,155.412415,149.299393,154.281799,135.113861,6740515
2007-03-23,154.454269,154.454269,150.238388,151.301941,132.504227,6502954
2007-03-26,142.764801,151.560638,142.764801,144.211609,126.294792,12843084
2007-03-28,143.722946,143.914581,137.207504,137.897385,120.765030,13330313
2007-03-29,139.689117,143.406754,133.873138,137.293747,120.236382,21538334
2007-03-30,138.548920,140.465225,137.303329,139.545395,122.208305,6832833
2007-04-02,136.249359,136.249359,126.677406,128.564972,112.592087,15760343
2007-04-03,130.251312,131.429840,128.584137,130.577087,114.354225,10731454
2007-04-04,131.477753,132.407166,128.220032,130.845367,114.589172,10438129
2007-04-05,130.308807,133.135361,130.136337,131.477753,115.142990,11951144
2007-04-09,132.225113,136.009811,132.225113,134.850449,118.096657,6771919
2007-04-10,136.345169,139.047165,135.712784,138.271057,121.092285,10853496
2007-04-11,138.271057,140.081970,136.757172,138.510590,121.302063,7524325
2007-04-12,137.744080,137.782394,135.492416,136.517639,119.556725,7159874
2007-04-13,136.843414,139.411255,134.907944,139.181305,121.889450,8635014
2007-04-16,140.848495,144.661942,139.890335,143.770859,125.908791,6822657
2007-04-17,143.914581,145.926697,139.507080,140.005310,122.611076,12872730
2007-04-18,136.297256,141.998276,136.297256,138.453110,121.251709,3659201
2007-04-19,137.399139,138.395615,134.946274,136.651779,119.674187,7962444
2007-04-20,138.357285,140.551468,137.993195,138.529755,121.318825,5690599
2007-04-23,139.832855,140.599365,137.015884,137.619507,120.521683,5306996
2007-04-24,139.660385,144.489471,138.951340,142.113251,124.457146,10900597
2007-04-25,143.742111,147.066910,143.732529,145.457199,127.385628,11846531
2007-04-26,148.896973,151.359421,143.243866,146.904022,128.652695,11053662
2007-04-27,147.201050,148.398743,141.615005,143.598389,125.757774,9948118
2007-04-30,141.835388,145.830887,140.273605,144.058304,126.160522,7451148
2007-05-03,149.471863,149.471863,139.717865,140.484390,123.030647,11471043
2007-05-04,140.656860,142.707306,139.123810,140.177780,122.762115,7133672
2007-05-07,140.848495,142.381531,137.705750,139.564560,122.225098,9465356
2007-05-08,139.564560,140.848495,137.983612,138.951340,121.688026,3752855
2007-05-09,139.890335,140.177780,136.632614,138.596832,121.377602,6198884
2007-05-10,139.526245,140.608948,136.440979,136.987137,119.967865,5171736
2007-05-11,136.632614,138.136917,132.225113,137.226669,120.177666,7831144
2007-05-14,139.641220,139.852005,135.885254,137.054199,120.026634,5489681
2007-05-15,137.571609,137.954865,136.632614,136.891312,119.883972,3411010
2007-05-16,137.015884,141.404221,137.015884,140.781418,123.290764,5151150
2007-05-17,144.623611,145.026031,141.231750,143.837921,125.967522,8039853
2007-05-18,144.106216,145.064362,141.806641,142.151581,124.490692,7618219
2007-05-21,141.998276,142.764801,138.548920,139.018417,121.746819,12264711
2007-05-22,139.315445,142.506088,138.798050,139.305862,121.998535,9258281
2007-05-23,124.157463,140.628113,124.157463,135.674469,118.818298,10666188
2007-05-24,135.454086,137.399139,135.147476,136.575134,119.607071,5215967
2007-05-25,135.674469,139.698700,134.725891,139.305862,121.998535,5257662
2007-05-28,139.890335,141.979111,139.545395,140.417328,122.971893,5505702
2007-05-29,140.848495,142.554001,139.919083,141.969528,124.331261,8243886
2007-05-30,142.937271,142.937271,141.040115,142.209061,124.541046,4815603
2007-05-31,142.573166,146.482437,142.189911,144.815247,126.823441,12464001
2007-06-01,144.364914,145.581772,142.228226,143.330109,128.064774,7533520
2007-06-04,142.764801,142.764801,135.588226,136.220612,121.712479,12221534
2007-06-05,136.977554,138.223145,135.616974,136.153534,121.652550,7755969
2007-06-06,135.099579,136.057724,125.728836,131.841858,117.800079,12527247
2007-06-07,129.542282,136.000229,128.852417,129.896805,116.062187,6311982
2007-06-08,129.896805,129.896805,123.898766,124.981476,111.670364,17354227
2007-06-11,129.561447,129.561447,123.793365,125.173103,111.841583,7423355
2007-06-12,110.187592,126.284561,110.187592,122.873543,109.786934,8707101
2007-06-13,123.601738,125.958794,123.026840,123.640060,110.471817,9038473
2007-06-14,127.463097,127.463097,122.317810,123.074753,109.966721,15640931
2007-06-15,123.985001,131.266953,123.601738,124.636543,111.362167,9292336
2007-06-18,126.092934,126.092934,123.199310,123.592155,110.429008,12218408
2007-06-19,123.410103,127.424767,123.410103,127.146904,113.605156,7001533
2007-06-20,127.654724,132.234695,127.654724,131.535248,117.526123,11069756
2007-06-21,133.183273,133.758163,130.711227,131.746033,117.714462,12372606
2007-06-22,130.692062,131.746033,127.079834,131.132813,117.166565,6319606
2007-06-25,131.266953,132.320923,128.996140,129.954285,116.113541,2503587
2007-06-26,129.925552,131.841858,128.593719,131.190308,117.217934,3533010
2007-06-27,130.979507,131.362778,127.625977,128.718277,115.009171,3867018
2007-06-28,129.101532,129.513535,126.428284,127.319366,113.759254,8643134
2007-06-29,127.635559,129.350647,127.625977,128.430832,114.752342,3454072
2007-07-02,128.296692,131.726868,127.664307,130.730392,116.806999,4876715
2007-07-03,131.075333,133.164108,129.580612,131.429840,117.431938,9394908
2007-07-04,132.972473,135.578644,131.650223,134.400116,120.085876,6767243
2007-07-05,134.141418,136.613449,133.250336,135.971497,121.489899,5607997
2007-07-06,135.866089,137.590775,133.307831,136.287689,121.772415,7438227
2007-07-09,136.258942,138.453110,136.258942,137.264999,122.645622,4270367
2007-07-10,137.974030,143.071411,137.974030,142.429443,127.260040,11109692
2007-07-11,142.189911,142.429443,139.344193,141.059280,126.035812,4711528
2007-07-12,141.059280,142.764801,139.315445,141.777893,126.677864,7189321
2007-07-13,143.531311,147.957993,142.391113,146.990250,131.335068,11413563
2007-07-16,150.621658,150.621658,143.972076,145.543442,130.042358,12143775
2007-07-17,145.543442,146.980667,142.783966,143.492996,128.210312,6353285
2007-07-18,143.722946,144.681107,140.177780,142.448608,127.277176,4675385
2007-07-19,143.722946,150.430023,142.381531,148.849075,132.995956,8551619
2007-07-20,159.053391,159.053391,145.639252,147.095642,131.429260,9474134
2007-07-23,147.555557,149.471863,144.872726,146.904022,131.258041,5938127
2007-07-24,147.363937,149.280243,142.764801,143.167221,127.919250,3644245
2007-07-25,143.167221,143.167221,138.453110,139.123810,124.306465,6952344
2007-07-26,140.062805,146.070419,137.629089,140.244858,125.308121,16780305
2007-07-27,140.848495,140.848495,133.183273,133.978531,119.709190,8324724
2007-07-30,138.069839,138.069839,133.374893,135.530746,121.096085,5309903
2007-07-31,135.291199,137.744080,131.372360,134.026443,119.751991,15030485
2007-08-01,132.033478,132.033478,126.639084,127.894264,114.272919,7292629
2007-08-02,127.434349,129.848892,123.908348,124.904823,111.601875,12982978
2007-08-03,128.967392,128.967392,125.316833,125.776741,112.380920,7954288
2007-08-06,124.559891,125.518044,120.957237,124.329933,111.088219,6031651
2007-08-07,125.518044,127.817612,125.518044,126.035446,112.612076,5043129
2007-08-08,127.434349,128.478729,125.901306,126.274986,112.826111,7324059
2007-08-09,127.242714,130.308807,126.322891,127.156487,113.613731,7192530
2007-08-10,124.301186,128.871582,124.301186,128.277527,114.615372,3819510
2007-08-13,129.350647,133.374893,128.421249,132.713776,118.579140,6350483
2007-08-14,133.374893,133.853973,130.500443,132.445496,118.339432,4548574
2007-08-16,126.667824,129.120697,124.559891,126.572006,113.091492,4135362
2007-08-17,126.572006,128.200867,122.336975,122.863960,109.778389,11073059
2007-08-20,126.476196,127.817612,123.429268,124.531143,111.267990,10714724
2007-08-21,124.559891,125.518044,120.372757,121.522545,108.579826,10748528
2007-08-22,121.302170,123.122658,118.063614,118.715157,106.071434,13041513
2007-08-23,120.708115,123.026840,117.469559,118.964279,106.294014,12188194
2007-08-24,120.363182,127.242714,120.363182,125.824654,112.423729,6072260
2007-08-27,127.501419,130.692062,127.501419,129.427307,115.642677,4559621
2007-08-28,130.117172,130.117172,125.786324,127.060669,113.528099,6422601
2007-08-29,126.476196,129.848892,123.601738,129.187775,115.428673,14402381
2007-08-30,130.347137,133.949783,129.159027,130.452530,116.558731,16376053
2007-08-31,130.308807,136.249359,130.308807,134.476776,120.154366,8561200
2007-09-03,134.907944,135.866089,132.646698,134.687561,120.342705,4993435
2007-09-04,134.151001,135.655304,130.701645,132.483810,118.373650,7347725
2007-09-05,134.141418,136.613449,131.650223,133.921051,119.657822,7146176
2007-09-06,134.333054,137.379974,132.225113,136.450562,121.917931,5019688
2007-09-07,136.824249,137.590775,132.637115,133.212006,119.024300,4001104
2007-09-10,131.554413,135.070831,130.538757,134.658829,120.317017,4032153
2007-09-11,134.907944,135.003754,131.516083,132.062225,117.996971,3466946
2007-09-12,132.608368,133.930618,130.500443,131.219055,117.243607,4550515
2007-09-13,131.219055,133.949783,131.151978,133.183273,118.998634,3526294
2007-09-14,134.333054,135.080414,132.081390,132.943726,118.784584,3454568
2007-09-17,133.758163,133.758163,131.947250,133.135361,118.955818,3085853
2007-09-18,133.758163,134.333054,132.637115,133.394058,119.186966,2131042
2007-09-19,134.716309,140.838913,134.141418,138.050690,123.347626,7106453
2007-09-20,139.679550,143.301361,138.740555,140.129868,125.205376,6752282
2007-09-21,137.974030,143.071411,137.974030,141.998276,126.874802,5263026
2007-09-24,143.684616,144.681107,141.423386,143.186386,127.936386,4839931
2007-09-25,143.186386,143.320526,140.484390,141.979111,126.857674,4948906
2007-09-26,141.979111,143.148056,138.261475,141.787476,126.686462,3415816
2007-09-27,143.148056,145.773392,141.806641,143.972076,128.638367,16099339
2007-09-28,144.681107,157.520355,142.209061,148.877808,133.021622,13964773
2007-10-01,154.645889,154.645889,146.597412,148.187943,132.405243,7883735
2007-10-03,149.088608,155.144135,144.125366,151.024078,134.939285,8788418
2007-10-04,153.304474,154.722549,148.973633,153.199081,136.882660,9626312
2007-10-05,153.199081,153.314056,147.555557,149.289825,133.389771,4775275
2007-10-08,149.500610,150.813278,142.764801,146.472855,130.872803,15232838
2007-10-09,142.764801,153.304474,142.764801,152.566696,136.317612,5663959
2007-10-10,148.255020,156.926300,148.255020,154.588409,138.124023,5970012
2007-10-11,155.412415,161.333801,153.323639,159.158798,142.207642,8124417
2007-10-12,159.053391,160.758911,151.206131,153.946442,137.550415,8763929
2007-10-15,154.645889,158.095245,154.645889,156.811325,140.110168,4369453
2007-10-16,160.413971,160.413971,154.262634,157.290390,140.538239,4155672
2007-10-17,148.829910,156.140610,141.998276,154.636307,138.166809,7697095
2007-10-18,153.544022,157.462860,144.681107,151.646881,135.495773,9498409
2007-10-19,149.395218,153.496109,145.303894,150.458771,134.434219,4221095
2007-10-22,149.280243,150.238388,145.639252,148.111298,132.336746,4625435
2007-10-23,149.663498,154.914169,149.663498,152.461304,136.223465,7599610
2007-10-24,153.093689,154.262634,147.555557,148.437057,132.627823,9307161
2007-10-25,150.238388,156.523880,148.513718,153.419464,137.079575,5685647
2007-10-26,153.266159,156.178940,148.552032,154.224304,137.798676,5484197
2007-10-29,156.523880,160.356491,153.496109,154.693802,138.218170,6504644
2007-10-30,155.220779,156.543030,144.882309,147.124390,131.454941,13522751
2007-10-31,147.038162,154.444687,143.732529,145.227249,129.759888,15833228
2007-11-01,147.555557,147.919662,141.615005,143.138474,127.893555,8762066
2007-11-02,139.890335,145.447617,138.932190,144.642776,129.237656,3284548
2007-11-05,143.722946,143.722946,140.848495,141.835388,126.729263,5753167
2007-11-06,141.835388,142.726471,137.264999,137.868637,123.184982,3437196
2007-11-07,137.974030,140.752670,136.096054,138.031525,123.330505,3703484
2007-11-08,137.015884,138.874695,135.022919,135.588226,121.147453,2249870
2007-11-12,131.650223,133.058701,129.350647,131.142395,117.175110,3345097
2007-11-13,132.225113,135.137894,128.986557,132.857498,118.707558,4206791
2007-11-14,134.141418,140.235275,134.141418,135.607391,121.164574,3104812
2007-11-15,135.099579,137.686584,133.288666,133.940201,119.674950,3067098
2007-11-16,131.266953,136.249359,131.266953,133.585693,119.358200,5349474
2007-11-19,133.566528,137.006302,133.566528,134.735474,120.385506,2644572
2007-11-20,133.183273,137.552444,132.809586,135.760696,121.301552,6317075
2007-11-21,137.015884,137.015884,131.506500,132.474228,118.365112,3316641
2007-11-22,132.225113,134.333054,129.954285,133.087448,118.913017,4761635
2007-11-23,134.620499,138.683060,133.853973,136.891312,122.311752,4237647
2007-11-26,137.993195,139.507080,135.099579,136.393082,121.866585,3753664
2007-11-27,136.249359,138.453110,135.291199,137.926117,123.236343,6008168
2007-11-28,137.974030,139.066330,136.824249,138.213562,123.493172,3686566
2007-11-29,139.315445,142.419861,136.824249,137.629089,122.970940,10588517
2007-11-30,138.740555,142.573166,136.824249,140.359833,125.410866,7545960
2007-12-03,141.040115,143.531311,140.532303,141.068863,126.044373,2513799
2007-12-04,141.231750,142.956421,139.574142,142.055756,126.926163,3294212
2007-12-05,142.573166,150.219223,142.573166,148.015472,132.251144,7361632
2007-12-06,148.609528,149.855133,146.262054,148.599945,132.773376,4215365
2007-12-07,148.513718,149.797638,145.744659,147.038162,131.377914,5887473
2007-12-10,147.938828,149.031113,142.774384,146.875275,131.232361,2720656
2007-12-11,147.555557,148.954468,145.830887,148.552032,132.730545,3528126
2007-12-12,148.877808,149.471863,146.022522,147.565140,131.848740,3474095
2007-12-13,146.597412,150.966583,143.703781,146.242889,130.667313,5974317
2007-12-14,145.639252,146.405777,141.423386,142.736053,127.533966,4704394
2007-12-17,142.534836,143.665466,132.225113,134.476776,120.154366,6631127
2007-12-18,135.885254,137.974030,133.566528,134.563004,120.231415,3498376
2007-12-19,137.207504,137.475784,130.538757,132.359253,118.262390,8621164
2007-12-20,132.608368,136.996719,132.608368,136.086472,121.592628,6920606
2007-12-24,139.315445,140.599365,137.399139,139.966995,125.059845,2576999
2007-12-26,141.040115,144.776917,139.890335,144.125366,128.775345,3848858
2007-12-27,144.872726,145.639252,140.158615,141.183838,126.147102,5734292
2007-12-28,140.273605,141.749161,131.841858,139.765778,124.880081,3951660
2007-12-31,142.573166,142.764801,140.465225,142.170746,127.028908,4297507
2008-01-01,142.189911,146.884857,141.231750,146.089584,130.530350,6914777
2008-01-02,146.951920,152.729584,144.297836,152.068466,135.872467,10611582
2008-01-03,153.304474,156.370575,149.481445,151.694778,135.538589,10581493
2008-01-04,153.304474,157.922775,147.775940,149.788055,133.834930,9271718
2008-01-07,150.046753,154.799194,146.214142,150.506668,134.477005,7606509
2008-01-08,151.388168,153.208664,146.674057,148.494553,132.679184,7345470
2008-01-09,146.980667,150.813278,144.489471,147.593887,131.874466,6054977
2008-01-10,150.046753,153.687744,142.592331,143.569641,128.278793,17651909
2008-01-11,149.462280,149.462280,141.068863,146.233307,130.658783,6703412
2008-01-14,146.578247,149.376053,145.428467,146.712387,131.086838,5100792
2008-01-15,149.031113,151.388168,145.380554,147.363937,131.668976,6430700
2008-01-16,143.722946,144.681107,139.947830,143.713364,128.407227,6286793
2008-01-17,143.722946,144.681107,139.957413,141.164673,126.129959,4588343
2008-01-18,141.164673,141.365891,135.348694,136.881744,122.303192,4087243
2008-01-21,136.824249,137.207504,122.097435,125.259338,111.918633,6548014
2008-01-22,121.685432,132.225113,101.660034,124.732353,111.447777,7404746
2008-01-23,130.308807,136.057724,122.451950,126.255821,112.808983,5487354
2008-01-24,128.967392,132.876663,123.601738,126.198334,112.757614,6015239
2008-01-25,127.836769,137.590775,127.817612,136.143951,121.643982,6360221
2008-01-28,135.099579,141.749161,128.392502,136.584702,122.037796,3236148
2008-01-29,137.993195,141.327560,134.333054,137.169189,122.560028,2645856
2008-01-30,138.721390,138.721390,131.506500,133.556946,119.332504,3410791
2008-01-31,135.866089,137.974030,131.573563,134.036026,119.760551,7490729
2008-02-01,135.674469,145.639252,135.291199,144.393661,129.015060,7390604
2008-02-04,146.597412,150.966583,144.489471,147.555557,131.840210,6396019
2008-02-05,147.555557,148.322083,142.764801,144.489471,129.100647,4576450
2008-02-06,140.647278,142.381531,134.639664,141.030533,126.010117,3378881
2008-02-07,141.806641,143.512161,133.767746,137.035034,122.440155,2758557
2008-02-08,137.399139,139.890335,133.576111,136.239777,121.729607,1502333
2008-02-11,135.540329,138.702225,131.266953,134.304306,120.000275,2940537
2008-02-12,134.304306,136.134384,131.966415,132.972473,118.810287,2793739
2008-02-13,134.141418,137.954865,134.141418,136.977554,122.388794,2951960
2008-02-14,138.759720,142.534836,138.271057,140.493973,125.530708,2920008
2008-02-15,138.932190,144.872726,137.015884,144.077469,128.732544,2858118
2008-02-18,138.750137,144.681107,138.750137,140.407745,125.453674,2200760
2008-02-19,141.806641,143.876251,140.867661,141.739578,126.643639,4935313
2008-02-20,141.576691,141.576691,134.141418,136.115219,121.618317,2447949
2008-02-21,137.015884,139.698700,134.754639,135.684052,121.233063,2500190
2008-02-22,135.770279,135.770279,132.225113,133.384476,119.178413,4069537
2008-02-25,134.160583,137.015884,133.183273,135.262451,120.856361,2521251
2008-02-26,136.057724,136.824249,134.170166,134.936691,120.565308,3714271
2008-02-27,135.118729,137.581192,135.099579,135.645721,121.198814,5043067
2008-02-28,135.099579,136.996719,134.783386,136.019394,121.532700,5802862
2008-02-29,136.019394,137.015884,131.516083,134.208496,119.914658,9128636
2008-03-03,134.208496,136.048141,131.266953,133.202423,119.015739,3717396
2008-03-04,134.716309,135.473251,131.918503,134.563004,120.231415,4478580
2008-03-05,134.716309,136.431412,134.141418,134.975006,120.599525,3383989
2008-03-07,134.352219,134.352219,126.092934,128.737442,115.026306,2986469
2008-03-10,128.871582,134.083923,117.210854,129.312332,115.539963,2751606
2008-03-11,129.350647,129.350647,124.579056,125.192268,111.858704,4872478
2008-03-12,128.200867,128.200867,122.317810,123.620895,110.454689,8750288
2008-03-13,122.643585,129.350647,117.689934,119.069672,106.388206,4636185
2008-03-14,119.577492,123.601738,119.577492,122.193253,109.179092,2572245
2008-03-17,119.769127,120.669785,114.422630,116.779686,104.342102,4033244
2008-03-18,116.779686,119.769127,114.403465,118.705574,106.062874,6948718
2008-03-19,121.321335,125.518044,121.110535,124.684448,111.404968,5817860
2008-03-24,124.933571,128.382919,124.933571,127.089417,113.553795,5568938
2008-03-25,128.392502,131.266953,128.392502,130.327972,116.447433,2908533
2008-03-26,132.225113,132.991638,124.761101,130.069275,116.216293,9343419
2008-03-27,128.392502,129.082367,120.411087,125.585114,112.209709,21297491
2008-03-28,125.326408,125.326408,121.321335,123.802948,110.617348,11992442
2008-03-31,122.835213,123.601738,118.303146,119.328377,106.619339,6071796
2008-04-01,119.769127,121.781242,117.900726,120.382339,107.561050,3258634
2008-04-02,123.026840,123.026840,120.918907,121.829155,108.853783,5036429
2008-04-03,122.643585,124.559891,118.820557,120.573975,107.732285,4592998
2008-04-04,120.727280,121.637520,115.649063,117.412071,104.907143,3799920
2008-04-07,117.852821,121.685432,117.709091,121.120117,108.220245,5597790
2008-04-08,121.704590,121.704590,119.194229,120.650627,107.800758,2530488
2008-04-09,119.194229,121.445892,119.002602,121.062630,108.168892,1844376
2008-04-10,118.810974,122.835213,118.619339,119.443352,106.722076,12419451
2008-04-11,121.493797,121.685432,118.715157,119.280464,106.576530,1673714
2008-04-15,118.236076,121.474632,115.419106,119.491257,106.764870,3418128
2008-04-16,120.727280,121.302170,117.182114,117.574951,105.052666,4550343
2008-04-17,119.002602,119.539169,117.757004,118.322311,105.720436,3572607
2008-04-21,118.810974,121.072212,118.810974,119.203812,106.508041,1883211
2008-04-22,119.769127,121.627937,118.427711,121.263840,108.348671,2685411
2008-04-23,121.302170,122.413628,121.158447,121.771667,108.802406,1415196
2008-04-24,122.260323,124.559891,119.510422,122.854378,109.769806,4902458
2008-04-25,123.812531,125.652184,121.714172,122.509445,109.461617,3172718
2008-04-28,123.419685,124.157463,120.152382,121.512962,108.571266,1729384
2008-04-29,121.877060,124.282028,121.014725,122.614838,109.555786,1437896
2008-04-30,123.199310,128.200867,123.199310,127.338531,113.776390,4623536
2008-05-02,128.028397,133.183273,128.028397,132.522141,118.407898,5075624
2008-05-05,134.141418,134.141418,128.200867,131.458588,117.457634,8766882
2008-05-06,130.883698,132.608368,129.063202,130.586670,116.678581,3871323
2008-05-07,130.586670,131.056168,127.664307,130.251312,116.378929,3044388
2008-05-08,130.308807,130.308807,126.524101,128.162537,114.512627,4259559
2008-05-09,129.350647,129.350647,126.667824,128.267944,114.606804,1974298
2008-05-12,130.308807,130.308807,126.715736,128.220032,114.563995,2305346
2008-05-13,129.321915,129.321915,125.038963,127.654724,114.058891,3985292
2008-05-14,126.476196,130.117172,126.476196,128.143387,114.495522,4547368
2008-05-15,129.235672,130.270477,125.144363,126.466614,112.997322,4621229
2008-05-16,126.092934,129.446472,126.092934,128.737442,115.026306,3070125
2008-05-20,128.679947,130.672913,126.504936,130.030945,116.182045,1838563
2008-05-21,129.350647,133.183273,127.865517,131.995163,117.937057,2364627
2008-05-22,129.350647,129.350647,125.901306,126.677406,113.185677,3720032
2008-05-23,127.434349,127.434349,121.072212,122.174088,109.161972,2128887
2008-05-26,121.972878,121.972878,118.427711,118.935532,106.268349,3436528
2008-05-27,119.194229,122.643585,117.948631,120.995560,108.108963,3041393
2008-05-28,120.727280,123.783783,117.134201,121.790825,108.819527,5394279
2008-05-29,120.535645,122.662743,111.193657,111.787712,99.881805,12390693
2008-05-30,114.211838,116.703033,109.631866,110.321739,98.571960,6173909
2008-06-02,111.145744,113.042892,106.584938,108.165894,96.645721,2904483
2008-06-03,107.198158,110.714577,106.584938,109.315674,97.673042,2604093
2008-06-04,114.786728,114.786728,102.541534,103.681732,92.639130,6661279
2008-06-05,103.681732,104.247047,100.701881,102.139107,91.260803,7580235
2008-06-06,103.863785,104.975243,101.180954,103.518852,92.493622,5212706
2008-06-09,103.480522,103.480522,96.706383,99.600006,88.992126,3099223
2008-06-10,97.827423,101.391747,97.022575,97.683701,87.279938,2960555
2008-06-11,99.034691,101.506729,95.336220,96.591400,86.303955,8614229
2008-06-12,95.671577,97.731606,91.407799,97.300438,86.937485,2954903
2008-06-13,99.734146,99.992844,96.830940,98.910133,88.375740,7333515
2008-06-16,98.114868,100.433594,97.539978,99.034691,91.135544,4343601
2008-06-17,99.034691,100.395271,98.689758,99.609589,91.664589,2217067
2008-06-18,100.222801,103.087677,98.756828,99.283813,91.364799,3794216
2008-06-19,96.821358,100.031174,96.256050,96.696800,88.984131,2301714
2008-06-20,97.175873,97.539978,92.615067,93.831924,86.347763,2832945
2008-06-23,93.831924,95.269150,91.982689,93.927734,86.435921,3005511
2008-06-24,93.898994,94.780495,91.120346,92.595901,85.210320,3272384
